SMILES,N,ALogPS_logP,ALogPS_logS,HALOG,MW,N,NA,NH,O,P,PSA,S,SdCH2,SdssC,Se1C1C4s,Se1C2C2ss,Se1C2C3sd,Se1C2C3ss,Se1C3C3ds,Se1C3C4ss,Se2C1C3s,SsCH3,SssCH2,SsssCH,SssssC,aCNOS,ACCEPTORS,RBONDS,SaaCH,SaasC,SdO,SdO(ester),Se1C1C3s,Se1C1O2s,Se1C3Cl1a,Se1C3O2as,Se1C3O2ds,Se1C3O2ss,Se2C3O1s,SeaC2C2aa,SeaC2C3aa,SeaC3C3aa,SsCl,SssO,SssO(ester),DONORS,Se1C1C2s,Se1C2O1s,Se1C2O2ss,Se1C3O1s,SsOH,SsOH(alc),Se1C1C3d,Se1C2C4ss,Se1C4C4ss,SdsCH,Se1C2C2ds,Se2C2C2ss,SdO(keto),Se1C2C2dd,Se2C2O1s,SaaN,SaasN,Se1C1C3a,Se1C2N3sa,SeaC3N2aa,SeaC3N3aa,SeaN2N3aa,Se1C1C2d,Se1C2C3ds,Se1C3C3ss,Se2C2C3ss,SdO(acid),Se1C2S2ss,Se1C3N2as,Se1C3O1d,Se1C3S2as,SsOH(acid),SssNH,SssNH(ar),SssS,Se1C3C3as,Se1C3Cl1s,SdO(amid),Se1C2N3ss,Se1C3C4ds,Se1C3N2ds,Se1C3N3ds,Se1C4N3ss,SssNH(oth),SsssN,SsssN(oth),SaaaC,Se1C2C3sa,Se1C3C3ad,Se1C3N3da,Se1C2N2ss,Se1C2Si4ss,Se1C3N1d,Se1O2Si4ss,SsNH2,SsNH2(oth),SssssSi,Se1C2N1s,SsNH2(al),Se1N3Br1s,Se1N3Cl1s,SsBr,Se1C3C4as,Se1C4F1s,SsF,SdO(nitro),SddsN,SddsN(nitro),Se1C3N==ad,Se2NO2,Se1C2S1s,SsSH,Se1C1N3s,Se1C2N3ds,Se1C3C3dd,Se1C3O1a,SsOH(phen),Se2C1C2s,Se1C2C3dd,Se1C3N3as,Se1C1Si3s,Se1C1Si4s,Se1O2Si3ss,SsssSiH,SsssN(al),SeaC2N2aa,Se1C2C3da,Se1C2Br1s,Se1C3Cl1d,SdsN,Se1C3N2ad,Se2C3N2ss,Se1C2Si4ds,Se1C3N1a,SsNH2(ar),Se1C4O2ss,Se1C2C4ts,Se1C4O1s,Se3C1C2s,StCH,StsC,SssNH(al),Se1N2O1d,Se1C2C2st,Se3C2C2ss,Se1C3C3aa,Se1C2Cl1s,SdsssP,Se1O2P4sd,Se2O1P4s,SaaS,Se1C3S1a,SeaC3S2aa,Se1C2C3ts,Se3C2N1s,StN,Se1C4Br1s,Se1C3N2ss,Se1C3Br1a,Se1O2O2ss,Se1C2C3ta,Se1C2O2ds,Se1C3N2sd,Se1C3N3ss,Se2N2N2st,Se3N1N2d,StdN,Se2C3C3ss,SeaC2N3aa,Se1N1N3a,SeaN2N2aa,SdO(sulfo),SddssS,Se1N3S4ad,Se1N3S4sd,Se2O1S4d,Se1C4Cl1s,SdsN(nitro),Se2N2O1s,Se1C3S4ad,Se1N1S4d,Se1N3S2ss,Se1S2S2ss,SsssN(ar),Se1C3S2ds,Se1C4N2ss,Se1C2N2ds,Se1C3F1d,SdS,Se2C3S1s,Se1O1S4d,Se1O2S4sd,Se1N2S4sd,Se1C1S2s,SeaN2S2aa,Se2N2N2ss,Se1C2C4ds,Se1C4S2ss,Se2C2N2ss,Se1C1N2s,Se1C1S4d,Se1C4S4sd,Se1N2O2ds,SdssS,Se1C1S3d,Se1C4S3sd,Se2O1S3s,SaaO,Se1C3I1a,SeaC3O2aa,SsI,Se1C2S1t,Se1C3F1a,SeaN2O2aa,Se1P4S2ds,SaaNH,Se1C1N3a,SeaC2NHaa,SeaC3NHaa,SdssN,Se1C2N3psd,Se2C3N3pss,Se2P4S1s,Se1C1N4ps,Se1C2N4pss,SssssN,Se1C2S3sd,Se1C3S3ad,Se1C1P4d,Se1B3O1s,SsssB,Se1C3Br1d,Se1N2N3ds,Se1C2S4sd,Se1C3N2dd,Se1C3N3aa,Se1N2Cl1s,Se1N3O1s,Se1C3N3sa,Se1C3N1s,SeaC2S2aa,SeaC2O2aa,Se1N2O1s,Se1N2P4sd,Se1N3P4sd,Se1O1P4d,Se1C3S2ss,Se1C3S4sd,SdssPH,Se1O2P3sd,Se2O1P3s,Se1C1N3pa,SeaC3N3paa,SeaN3N3paa,Se1C3F1s,Se1O2P3ss,SsssP,SdsssAs,Se1C1As4d,Se1O1As4d,Se2O1As4s,Se1C1Sn4s,Se1Cl1Sn4s,SssssSn,Se1N2N==dd,Se1O2S3sd,Se1C3P4ad,Se1C4N2sd,Se1N2N3ss,Se1C3Si4as,Se2C1O1,Se1C2N1d,Se3As1In1,StAs,StIn,Se1N1N2s,Se1N3O2ss,Se1N2N2ss,Se1C3S1d,Se1C2C3td,Se1N1P4d,SdsSH,Se1C3S2ad,Se2C3S2ss,Se1N1N3s,Se1N2N2dd,Se1C3N2pss,SssNH2,SssNH2(al),SdsssN,SdsssN(oth),Se1C1N4d,Se1C2N4sd,Se2N4O1s,Se1C2S2ds,SaaaN,Se1N==O2ds,Se1C2S4dd,Se1C3P3as,Se1P3Cl1s,Se1C3Hg2as,Se1O2Hg2ss,SssHg,SdssSi,Se1C1Si3d,Se2O1Si3s,SddsCl,Se1O1Cl3d,Se2O1Cl3d,Se1N2N2ds,Se1C2N2sd,SdNH,SddN,Se2N1N2pd,SdsCl,Se1O1Cl2d,Se2O1Cl2s,Se1C2F1s,Se1B4F1s,SssssBH,Se1C2Cl1d,Se1C4N1s,Se1C4S1s,SeaN2NHaa,Se1C3P4sd,Se1C3Br1s,SaadN,SaadN(oth),Se2N3O1a,Se1C3N==dd,Se2C3N1s,Se1C4N==sd,Se1C2S2ts,Se1C2I1t,Se1C2N2td,Se1C2C2dt,SddC,Se2C2N2ds,Se2C2S1d,SsOH(zwit),Se1C2Sn4ss,Se1O1O2s,Se1C2N1t,Se1C2N2ts,Se1C3S4dd,Se1C2P4sd,Se1N3N3ss,Se1C1N3pd,Se1N2Si4ss,Se1C1N2d,Se1C1C2t,Se1C2N2dd,Se1C2N==sd,SdddN,SdddN(nitro),Se2N3O1d,SddSi,Se2O1Si2d,Se1B3C3sa,Se1N3pO1a,SeaC2N3paa
C1CCC(CC1)SSC2CCCCC2,738,6.16,-5.1,0,230.5,0,14,22,0,0,0,2,0,0,0,12,0,5.047,0,0,0,0,14.9,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(OC1CCCCC1)C2=C(C=CC=C2)C(=O)OC3CCCCC3,739,5.01,-5.48,0,330.5,0,24,26,4,0,52.6,0,0,-0.8091,0,9.44,0,2.413,0,0,0,0,10.48,-0.0395,0,6,4,6,6.828,0.6461,25,25,0,0,0,0,6.627,6.509,16.06,5.859,2.69,0.6543,0,11.22,11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Na+].[O-]S(=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC2CCCCC2,740,0.09,-3.35,0,362.5,0,24,26,7,0,107,1,0,-1.852,0,9.019,0.02072,1.711,-0.506,0,0,0,8.041,-2.483,0,0,4,8,0,0,47.06,24.08,0,0,0,0,6.215,6.232,15.38,0,0,0,0,10.42,10.42,1,0,0,0,0,9.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.98,-4.726,0,0,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1C=CC2C3CC(C=C3)C12,741,2.64,-3.75,0,132.2,0,10,12,0,0,0,0,0,0,0,0,0,3.343,0,0,0,0,2.815,3.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.695,2.025,5.475,0,0,0,0,0,0,0,0,0,0,0,5.586,2.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC[C@@H]1CC[C@@H](O1)N2C=NC3=C2N=CNC3=O,742,-1.26,-1.57,0,236.3,4,17,12,3,0,88.74,0,0,-0.2588,0,0.6506,0,0.7293,0,0,0,0,1.59,-0.3418,0,5,5,2,1.553,0.8203,11.48,0,0,0,0,0,0,6.928,7.419,0,0,0.4198,0,5.624,0,2,0,5.506,0,0,9.018,9.018,0,0,0,1.349,0,0,0,0,0,4.028,1.736,0,0,2.812,1.16,0,0,0,0,0,0,0,0,0,0,0,2.475,0,0,0,0,11.48,0,0,1.557,0,0,2.475,0,0,0,0,0.2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.337,0,0,0,4.1,2.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.204,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,743,4.98,-6.27,6,380.9,0,19,8,1,0,12.53,0,0,0.6423,0,0,0,1.941,0,-0.1611,0,0,1.061,1.348,-3.546,0,1,0,0,0,0,0,0,0,0,0,0,8.182,0,0,0,0,39.52,5.721,0,0,0,0,0,0,0,0,0,0,-1.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,0,0,0,0,0,0,0,0,19.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCNCCO,744,-1.39,0.65,0,105.2,1,7,11,2,0,52.49,0,0,0,0,1.334,0,0,0,0,0,0,1.418,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.413,0,0,16.3,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)CCC(=O)OCC,745,1.25,-1.02,0,174.2,0,12,14,4,0,52.6,0,0,-0.7119,0,0.443,0.5575,0,0,0,0,3.449,0.9054,0,0,0,4,7,0,0,21.44,21.44,0,0,0,0,5.283,0,12.97,0,0,0,0,9.247,9.247,0,2.504,0,5.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[P+](OCC)(OCC)=O,746,-0.02,-0.34,0,138.1,0,8,11,3,1,35.53,0,0,0,0,0,0,0,0,0,0,3.559,0.9123,0,0,0,0,4,0,0,10.38,0,0,0,0,0,0,0,0,0,0,0,0,9.213,0,0,2.628,0,5.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.141,3.504,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1=CC=CC=C1C(=O)OCC,747,2.6,-2.76,0,222.3,0,16,14,4,0,52.6,0,0,-1.016,0,0,0,0,0,0,0,3.426,0.5476,0,0,6,4,6,6.443,0.4774,23.09,23.09,0,0,0,0,5.62,0,14.41,5.533,2.459,0.5651,0,9.7,9.7,0,2.43,0,5.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)CC(=O)OCC,748,0.93,-0.82,0,160.2,0,11,12,4,0,52.6,0,0,-1.072,0,0,0.1059,0,0,0,0,3.367,0.2898,0,0,0,4,6,0,0,21.21,21.21,0,0,0,0,5.075,0,12.77,0,0,0,0,9.038,9.038,0,2.431,0,5.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOS(=O)(=O)OCC,749,-0.29,-0.9,0,154.2,0,9,10,4,0,52.6,1,0,0,0,0,0,0,0,0,0,3.16,0.2269,0,0,0,0,4,0,0,20.77,0,0,0,0,0,0,0,0,0,0,0,0,8.439,0,0,2.354,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77,-3.682,0,0,10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCOCCO,750,-1.23,0.98,0,106.1,0,7,10,3,0,49.69,0,0,0,0,0.9728,0,0,0,0,0,0,0.6956,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.632,0,2,0,9.239,5.288,0,16.17,16.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
